Height, Width, X, Y, Weight, Density, Too Long, Too Small,,, X, Width
6,4,2304,933,13,0.541666667, False, False,,,2304,4
7,3,1705,928,13,0.619047619, False, False,,,1705,3
6,3,1169,891,13,0.722222222, False, False,,,1169,3
7,3,1019,889,13,0.619047619, False, False,,,1019,3
7,3,1020,877,13,0.619047619, False, False,,,1020,3
6,3,1246,850,13,0.722222222, False, False,,,1246,3
6,4,2376,837,13,0.541666667, False, False,,,2376,4
5,6,2235,813,13,0.433333333, False, False,,,2235,6
7,4,1788,798,13,0.464285714, False, False,,,1788,4
6,3,1174,773,13,0.722222222, False, False,,,1174,3
6,3,884,659,13,0.722222222, False, False,,,884,3
7,3,960,603,13,0.619047619, False, False,,,960,3
5,7,631,546,13,0.371428571, False, False,,,631,7
7,3,2450,545,13,0.619047619, False, False,,,2450,3
8,3,2368,411,13,0.541666667, False, False,,,2368,3
8,3,1879,406,13,0.541666667, False, False,,,1879,3
5,3,3248,395,13,0.866666667, False, False,,,3248,3
5,4,3206,377,13,0.65, False, False,,,3206,4
7,3,1648,248,13,0.619047619, False, False,,,1648,3
6,3,2289,211,13,0.722222222, False, False,,,2289,3
3,5,1091,1766,12,0.8, False, False,,,1091,5
5,3,1604,1634,12,0.8, False, False,,,1604,3
8,4,1764,1628,12,0.375, False, False,,,1764,4
6,4,1369,1567,12,0.5, False, False,,,1369,4
5,4,838,1492,12,0.6, False, False,,,838,4
5,4,2093,1437,12,0.6, False, False,,,2093,4
6,3,1375,1437,12,0.666666667, False, False,,,1375,3
4,6,1529,1431,12,0.5, False, False,,,1529,6
6,3,1454,1400,12,0.666666667, False, False,,,1454,3
5,5,1377,1358,12,0.48, False, False,,,1377,5
4,5,2140,1264,12,0.6, False, False,,,2140,5
5,4,2121,1236,12,0.6, False, False,,,2121,4
7,3,1001,1236,12,0.571428571, False, False,,,1001,3
5,4,2369,1226,12,0.6, False, False,,,2369,4
6,3,1153,1221,12,0.666666667, False, False,,,1153,3
6,4,2529,1207,12,0.5, False, False,,,2529,4
5,5,2198,1197,12,0.48, False, False,,,2198,5
6,3,1620,1146,12,0.666666667, False, False,,,1620,3
6,3,2322,1133,12,0.666666667, False, False,,,2322,3
8,3,1234,1119,12,0.5, False, False,,,1234,3
5,5,2290,1114,12,0.48, False, False,,,2290,5
5,5,2334,1105,12,0.48, False, False,,,2334,5
5,6,2306,1074,12,0.4, False, False,,,2306,6
8,3,1312,1071,12,0.5, False, False,,,1312,3
6,3,1390,1039,12,0.666666667, False, False,,,1390,3
7,4,2208,1032,12,0.428571429, False, False,,,2208,4
5,4,2234,1027,12,0.6, False, False,,,2234,4
4,4,2212,1025,12,0.75, False, False,,,2212,4
5,4,2210,1010,12,0.6, False, False,,,2210,4
5,4,2434,1008,12,0.6, False, False,,,2434,4
6,4,1468,1008,12,0.5, False, False,,,1468,4
5,4,2530,1005,12,0.6, False, False,,,2530,4
5,6,2218,973,12,0.4, False, False,,,2218,6
6,3,871,889,12,0.666666667, False, False,,,871,3
4,4,2330,849,12,0.75, False, False,,,2330,4
5,3,1024,797,12,0.8, False, False,,,1024,3
6,3,1180,648,12,0.666666667, False, False,,,1180,3
7,4,958,627,12,0.428571429, False, False,,,958,4
5,3,962,557,12,0.8, False, False,,,962,3
7,3,1797,506,12,0.571428571, False, False,,,1797,3
6,3,1798,476,12,0.666666667, False, False,,,1798,3
5,4,3200,383,12,0.6, False, False,,,3200,4
6,3,3207,254,12,0.666666667, False, False,,,3207,3
6,3,1806,217,12,0.666666667, False, False,,,1806,3
7,3,1573,174,12,0.571428571, False, False,,,1573,3
3,5,3230,170,12,0.8, False, False,,,3230,5
5,3,799,1738,11,0.733333333, False, False,,,799,3
6,4,2094,1684,11,0.458333333, False, False,,,2094,4
4,4,1446,1608,11,0.6875, False, False,,,1446,4
5,4,1447,1568,11,0.55, False, False,,,1447,4
5,3,2439,1560,11,0.733333333, False, False,,,2439,3
5,3,1370,1549,11,0.733333333, False, False,,,1370,3
5,3,1605,1548,11,0.733333333, False, False,,,1605,3
4,4,835,1536,11,0.6875, False, False,,,835,4
4,5,2137,1456,11,0.55, False, False,,,2137,5
3,5,635,1386,11,0.733333333, False, False,,,635,5
5,5,2113,1362,11,0.44, False, False,,,2113,5
6,3,2137,1356,11,0.611111111, False, False,,,2137,3
3,6,2383,1355,11,0.611111111, False, False,,,2383,6
4,5,2293,1304,11,0.55, False, False,,,2293,5
3,7,2074,1287,11,0.523809524, False, False,,,2074,7
5,4,2125,1195,11,0.55, False, False,,,2125,4
4,4,2529,1193,11,0.6875, False, False,,,2529,4
4,5,2195,1187,11,0.55, False, False,,,2195,5
7,4,2028,1165,11,0.392857143, False, False,,,2028,4
5,3,2380,1148,11,0.733333333, False, False,,,2380,3
4,5,2260,1144,11,0.55, False, False,,,2260,5
5,4,2165,1126,11,0.55, False, False,,,2165,4
4,5,2377,1124,11,0.55, False, False,,,2377,5
4,4,2344,1108,11,0.6875, False, False,,,2344,4
5,3,2157,1105,11,0.733333333, False, False,,,2157,3
6,3,1235,1099,11,0.611111111, False, False,,,1235,3
3,7,2252,1080,11,0.523809524, False, False,,,2252,7
5,5,2304,1062,11,0.44, False, False,,,2304,5
3,4,573,1052,11,0.916666667, False, False,,,573,4
5,3,2341,1038,11,0.733333333, False, False,,,2341,3
6,5,2348,1030,11,0.366666667, False, False,,,2348,5
5,3,864,1023,11,0.733333333, False, False,,,864,3
5,4,2342,1017,11,0.55, False, False,,,2342,4
4,4,2222,996,11,0.6875, False, False,,,2222,4
5,4,2333,983,11,0.55, False, False,,,2333,4
4,3,2241,978,11,0.916666667, False, False,,,2241,3
4,4,2209,973,11,0.6875, False, False,,,2209,4
5,3,2182,959,11,0.733333333, False, False,,,2182,3
4,6,2299,927,11,0.458333333, False, False,,,2299,6
5,3,2248,925,11,0.733333333, False, False,,,2248,3
6,3,2304,875,11,0.611111111, False, False,,,2304,3
4,4,2296,862,11,0.6875, False, False,,,2296,4
6,4,2300,818,11,0.458333333, False, False,,,2300,4
4,5,2369,754,11,0.55, False, False,,,2369,5
5,3,1033,609,11,0.733333333, False, False,,,1033,3
6,3,888,577,11,0.611111111, False, False,,,888,3
4,5,608,524,11,0.55, False, False,,,608,5
7,3,2283,466,11,0.523809524, False, False,,,2283,3
7,3,2039,420,11,0.523809524, False, False,,,2039,3
5,3,624,385,11,0.733333333, False, False,,,624,3
5,4,3197,327,11,0.55, False, False,,,3197,4
8,3,1884,228,11,0.458333333, False, False,,,1884,3
7,3,1650,212,11,0.523809524, False, False,,,1650,3
